@relation spamClassification

@attribute stdDomains numeric
@attribute meanDomains numeric
@attribute stdCountries numeric
@attribute meanCountries numeric
@attribute encodersCount numeric
@attribute clicksCount numeric
@attribute isSpam {True,False}

@data
5.0,31.0,14.5,15.5,1,62,False
0.0,2.0,0.0,2.0,2,2,False
4.5,8.5,0.862,1.417,1,17,False
3.0,36.0,7.001,3.789,15,72,False
0.0,2.0,0.0,1.0,1,2,False
2.11e+03,1.586e+03,298.5,47.49,1,4759,False
14.52,24.33,10.52,4.562,10,73,False
0.0,3.0,0.0,3.0,13,3,False
0.0,2.0,0.0,2.0,12,2,False
5.0,43.0,7.081,4.526,35,86,False
9.5,43.5,32.8,17.4,2,87,False
1.216e+03,414.0,309.2,80.13,1,4968,False
4.0,15.0,4.657,3.75,1,30,False
0.0,4.0,1.0,2.0,1,4,True
9.0,14.0,8.212,5.6,2,28,False
0.0,16.0,6.128,5.333,2,16,False
16.5,183.5,90.31,33.36,1,367,False
213.2,164.4,70.79,22.83,1,822,False
0.0,3.0,0.0,3.0,1,3,False
6.317e+03,1.434e+03,2.394e+03,614.5,1,30144,False
0.0,2.0,0.0,2.0,1,2,False
3.5,12.5,5.786,4.167,1,25,False
4.272,13.5,11.16,7.714,1,54,False
6.185,8.5,13.91,11.33,1,34,False
0.5,1.5,0.0,3.0,1,3,False
0.0,18.0,7.071,6.0,2,18,False
1.579e+03,595.8,3.054e+03,636.9,8,18471,False
3.016e+03,1.578e+03,327.7,125.2,1,12621,False
34.09,29.5,9.008,6.556,1,118,False
1.328e+03,999.3,396.1,66.62,1,2997,False
0.8,1.6,0.0,8.0,1,8,True
1.329e+03,548.6,381.9,132.4,1,3840,False
2.5,12.5,7.51,5.0,1,25,False
79.5,88.5,40.27,13.62,2,317,True
9.0,11.0,10.0,11.0,2,22,False
319.5,327.5,160.0,65.5,1,655,True
20.47,15.5,25.11,11.62,1,93,True
406.5,257.1,401.8,79.79,1,2344,False
1.066e+03,465.1,385.5,141.6,5,3256,False
193.4,156.3,128.8,78.17,1,469,True
31.5,55.5,14.11,7.929,3,111,False
3.462,3.375,5.817,3.857,1,27,False
67.83,86.0,37.91,19.85,33,258,False
15.5,40.5,10.72,9.0,1,81,False
2.342e+03,524.2,1.156e+03,372.0,2,11533,False
5.448e+03,1.95e+03,5.507e+03,1.445e+03,1,39373,False
0.0,2.0,0.0,1.0,1,2,False
0.5,1.5,0.0,3.0,6,3,True
0.0,2.0,0.0,2.0,12,4,False
13.5,14.5,5.851,3.625,2,28,False
322.6,126.6,133.5,37.97,7,1139,False
273.9,123.7,178.4,65.47,2,1113,True
0.0,2.0,0.0,2.0,6,2,False
0.0,23.0,8.227,5.75,2,23,False
12.0,15.0,12.03,10.0,3,39,False
593.8,445.6,323.7,139.2,2,2228,False
165.7,105.8,32.62,10.32,4,430,False
457.6,630.7,186.2,47.3,4,1892,False
0.0,10.0,0.0,10.0,2,10,False
203.6,215.3,92.16,26.92,1,646,False
0.0,3.0,0.0,3.0,9,3,False
33.0,37.0,28.59,18.5,1,74,True
0.0,2.0,0.0,1.0,5,2,False
0.0,19.0,4.323,4.75,1,19,False
0.0,7.0,2.5,3.5,2,7,False
0.0,2.0,0.0,2.0,4,2,False
120.5,77.71,156.0,60.44,2,544,True
31.46,17.38,36.71,13.9,1,139,False
1.0,2.0,0.0,4.0,1,4,False
0.0,6.0,2.0,3.0,1,6,False
0.0,2.0,0.0,2.0,2,2,False
2.5,20.5,2.5,20.5,1,41,False
10.87,12.33,5.858,4.111,1,39,False
10.5,17.5,3.537,3.182,1,35,False
90.11,43.45,47.61,19.92,2,478,False
408.0,452.0,168.1,43.05,1,904,False
4.5,18.5,8.564,5.286,1,37,False
0.5,1.5,0.0,1.0,5,3,False
16.0,28.0,12.43,6.222,1,56,False
1.0,2.0,0.0,4.0,3,4,False
169.5,390.5,104.6,30.04,1,781,False
76.5,100.5,52.82,22.22,2,678,False
0.0,4.0,1.0,2.0,9,4,False
2.014e+05,7.809e+04,1.322e+05,3.288e+04,1,625180,False
0.5,2.5,1.5,2.5,1,5,False
771.3,597.8,316.6,132.8,2,2397,False
142.5,119.7,63.53,32.64,1,359,False
77.39,47.0,6.589,4.476,8,378,False
639.9,293.4,543.1,377.3,1,2641,False
27.34,28.0,53.0,28.0,1,219,False
0.0,2.0,0.0,1.0,1,3,False
117.4,84.0,52.48,42.0,1,252,False
33.5,100.5,17.21,10.05,1,201,True
3.522e+03,1.534e+03,2.251e+03,894.9,1,10739,False
0.5,1.5,0.5,1.5,1,3,True
1.5,14.5,5.097,3.625,5,34,False
4.969,6.25,0.0,25.0,1,25,False
3.0,7.0,6.0,7.0,3,14,False
0.0,2.0,0.0,1.0,1,2,False
448.3,204.8,84.69,23.74,1,1638,False
0.0,3.0,0.5,1.5,1,3,False
0.0,6.0,1.0,3.0,7,6,False
1.0,2.0,0.0,4.0,4,4,False
200.4,154.7,103.4,30.93,1,928,False
34.0,37.0,17.17,6.727,1,74,False
600.0,232.6,227.7,116.3,1,1861,False
20.0,22.0,21.0,22.0,11,70,False
0.0,2.0,0.0,1.0,2,2,False
84.0,89.0,35.4,25.43,4,196,False
0.0,56.0,22.9,18.67,1,56,False
153.9,146.5,92.61,27.9,3,586,False
253.4,181.7,161.6,90.83,1,545,False
4.0,7.0,2.638,2.8,1,14,False
25.0,28.0,7.637,3.733,2,56,True
167.5,72.86,84.21,46.36,1,510,False
1.414,4.0,6.547,4.0,22,28,False
856.4,376.1,932.4,207.5,1,6017,False
9.0,10.0,5.907,6.667,2,20,False
0.0,4.0,0.0,4.0,4,4,False
4.5,8.5,4.5,8.5,11,17,False
1.0,2.0,0.0,4.0,3,4,False
197.1,94.29,133.6,36.67,7,660,False
5.0,9.0,0.0,18.0,2,18,False
1.954e+03,720.4,512.1,100.8,12,10086,False
2.0,3.0,2.0,3.0,17,6,False
5.5,16.5,2.795,3.3,4,59,False
5.735,7.667,8.055,7.667,1,23,False
189.0,201.0,187.4,134.0,1,402,False
31.0,58.0,21.66,8.923,1,141,False
5.5,23.5,22.5,23.5,1,47,False
0.0,2.0,0.0,2.0,1,2,False
1.0,6.0,2.449,4.0,1,12,False
14.5,15.5,10.54,7.75,1,31,False
0.0,3.0,0.0,1.0,1,3,False
57.0,77.0,37.45,38.5,3,154,False
88.29,44.64,28.24,8.322,1,491,False
4.497,16.33,12.28,12.25,5,49,False
288.7,174.0,384.3,99.38,6,2087,False
328.8,89.95,238.6,106.8,1,1709,False
0.0,3.0,0.5,1.5,2,3,True
315.9,439.3,72.42,42.52,1,1318,False
693.2,492.7,327.7,211.1,1,1478,False
0.0,10.0,4.0,5.0,1,10,False
0.0,2.0,0.0,2.0,2,2,True
0.0,9.0,3.5,4.5,2,9,False
49.04,46.0,74.63,23.0,2,322,True
0.0,2.0,0.0,2.0,3,2,False
19.0,24.0,15.78,12.0,2,48,False
0.0,1.0,0.0,1.0,2,2,False
942.8,704.3,265.4,40.63,1,2113,False
0.0,9.0,0.0,9.0,2,9,False
31.0,33.0,18.43,8.25,1,66,False
42.42,30.2,24.29,8.389,19,151,False
346.5,441.5,175.3,49.06,3,883,False
0.0,3.0,0.5,1.5,8,3,False
153.5,75.5,66.7,45.3,8,453,False
397.2,283.3,128.7,65.38,1,850,False
324.6,148.4,306.7,133.6,3,1336,False
162.1,162.8,55.57,17.13,1,651,False
334.9,160.9,418.9,281.5,1,1126,False
11.0,14.0,4.094,2.8,1,28,False
0.0,15.0,5.657,5.0,2,15,False
430.9,196.6,421.9,152.8,1,1375,False
9.5,11.5,4.594,2.875,1,23,False
11.86,16.0,3.41,3.2,1,49,False
0.0,14.0,5.185,4.667,2,14,False
6.32e+03,1.05e+03,6.232e+03,1.698e+03,12,57740,False
38.0,164.0,48.82,21.87,1,328,False
45.5,46.5,26.12,15.5,1,93,False
17.0,22.0,9.222,4.4,5,44,False
5.324e+03,6.63e+03,1.42e+03,204.0,1,13261,False
0.0,1.0,0.0,1.0,7,2,False
0.0,3.0,0.0,3.0,8,3,False
0.0,1.0,0.0,1.0,2,2,False
0.5,1.5,0.0,1.0,17,3,True
0.0,3.0,0.4,1.2,2,6,False
0.0,2.0,0.0,2.0,1,2,False
16.5,21.5,10.99,6.143,3,43,False
19.0,20.0,9.028,10.0,1,40,True
0.0,2.0,0.0,1.0,1,2,False
1.0,2.0,1.0,2.0,4,4,False
2.5,3.5,2.5,3.5,7,7,False
0.0,8.0,1.227,1.778,1,16,False
1.005e+03,353.1,930.4,197.8,14,4944,False
1.5,6.5,1.497,2.6,1,13,False
265.0,365.0,195.8,66.36,1,730,False
0.866,1.5,2.0,3.0,8,6,False
0.0,2.0,0.0,2.0,1,2,True
0.0,4.0,1.0,2.0,1,4,False
232.2,201.3,43.2,11.19,1,604,False
9.5,23.5,13.51,7.833,7,47,False
0.0,1.0,0.5,1.5,4,3,False
158.5,514.5,65.62,18.05,1,1029,False
2.949e+03,627.1,2.921e+03,747.7,1,19440,False
9.5,13.5,7.822,6.75,15,27,False
44.92,37.0,23.2,9.25,1,148,False
41.67,39.0,43.81,23.4,1,117,False
3.5,4.5,2.16,3.0,12,9,False
0.0,13.0,5.5,6.5,2,13,False
226.5,131.1,146.2,74.93,2,1049,False
112.2,83.33,26.68,15.62,1,250,False
0.0,1.0,0.0,1.0,3,2,False
7.587,11.33,6.344,8.5,1,42,False
3.399,7.333,10.0,11.0,2,22,False
0.0,121.0,32.85,24.2,1,121,False
0.0,6.0,2.0,3.0,1,6,False
23.35,14.9,38.05,14.9,1,149,False
0.5,1.5,0.0,3.0,7,3,False
2.5,3.5,2.5,3.5,9,7,False
5.014,6.167,8.533,6.167,1,37,False
721.3,360.5,528.4,206.0,1,2884,False
36.56,25.14,30.71,9.778,3,177,False
1.0,2.0,0.4714,1.333,8,4,False
42.0,171.0,73.01,38.0,4,2151,False
4.5,9.5,5.115,3.8,1,19,False
156.2,121.3,89.44,36.4,1,364,False
170.0,215.0,74.91,17.83,1,502,True
7.0,10.0,5.217,3.333,3,20,False
766.6,580.5,195.1,31.38,1,2322,False
388.0,103.5,117.7,32.04,185,3208,False
3.0,4.0,2.357,2.667,2,8,False
1.0,3.0,1.414,2.0,1,6,False
766.5,304.1,197.7,48.02,7,4562,False
3.5,4.5,3.5,4.5,9,9,False
1.5,2.5,0.9428,1.667,3,5,False
13.22,11.33,8.304,6.8,1,63,False
1.0,2.0,1.0,2.0,1,4,False
31.46,35.33,15.11,7.067,21,106,False
0.0,8.0,0.0,8.0,2,8,True
2.625,3.333,1.5,2.5,4,10,False
0.0,14.0,0.6633,1.4,1,14,False
0.0,2.0,0.0,2.0,10,4,False
14.5,17.5,16.5,17.5,1,40,False
16.81,11.4,0.0,57.0,2,57,False
0.5,2.5,0.433,1.25,1,5,False
0.0,6.0,0.0,6.0,3,6,False
0.0,11.0,4.5,5.5,8,11,False
1.5,5.5,0.9035,1.571,1,20,False
32.03,28.0,24.12,12.0,2,84,False
2.0,4.0,2.0,4.0,10,8,False
0.0,211.0,58.57,42.2,3,211,False
0.0,214.0,65.27,35.67,1,214,True
177.2,84.09,102.5,51.39,2,925,False
0.0,4.0,0.4714,1.333,1,4,False
3.0,4.0,3.0,4.0,7,8,False
39.66,28.2,27.09,14.1,1,141,False
0.0,1.0,0.0,1.0,41,2,False
731.3,349.6,399.2,82.26,3,2797,False
0.5,2.5,0.5,2.5,5,5,False
0.5,2.5,0.5,2.5,2,35,False
813.3,603.0,202.7,64.61,1,1809,False
16.0,20.0,12.52,8.0,2,40,False
0.0,6.0,0.866,1.5,1,6,False
12.0,26.0,16.27,8.667,2,52,False
476.1,254.8,274.8,110.4,1,3313,False
172.0,122.0,194.6,76.25,1,1454,False
59.09,34.2,42.14,14.25,14,171,True
0.0,3.0,0.0,3.0,10,3,False
1.0,3.0,0.8165,2.0,2,6,False
23.16,19.33,22.24,14.5,5,58,False
1.436e+03,489.1,240.5,68.25,629,6847,False
1.828e+03,2.04e+03,608.1,110.3,2,4081,False
33.5,100.5,9.907,5.289,1,201,False
52.26,45.67,23.25,9.133,2,137,False
23.47,27.33,14.66,11.71,6,82,False
44.66,35.83,64.43,23.78,1,214,False
78.93,80.33,45.07,17.21,1,241,False
0.5,1.5,0.5,1.5,1,3,True
4.0,6.0,0.0,12.0,1,12,False
181.4,130.4,84.2,22.48,1,652,False
36.12,23.75,19.17,8.636,2,190,False
16.5,30.5,9.323,5.083,1,61,False
150.5,152.5,136.0,101.7,1,305,False
1.0,2.0,1.0,2.0,4,4,False
66.5,140.5,39.95,23.42,1,281,False
141.4,75.27,38.8,12.94,1,828,False
3.286,4.0,0.0,20.0,1,20,False
0.0,2.0,0.0,2.0,9,2,True
1.338e+03,781.6,279.8,55.83,1,3908,False
5.0,7.0,0.3727,1.167,1,14,False
8.318,9.75,16.97,13.0,1,39,True
0.5,1.5,0.0,1.0,72,3,False
459.4,267.6,398.0,95.57,1,2676,True
25.1,23.67,20.76,11.83,1,73,False
1.851e+03,368.3,586.7,156.5,1,12526,False
4.0,5.0,3.3,3.333,4,10,False
1.126e+04,4.525e+03,8.393e+03,2.13e+03,1,36203,False
0.0,6.0,0.0,6.0,3,6,False
1.113e+03,284.9,391.0,99.14,10,9973,False
20.0,51.0,15.18,7.286,1,527,False
0.5,1.5,0.5,1.5,1,3,False
3.0,5.0,1.106,1.667,6,10,False
0.0,2.0,0.0,2.0,10,2,False
1.0,2.0,1.0,2.0,8,4,False
0.0,1.0,0.0,1.0,1,2,False
12.93,11.25,12.6,9.0,6,45,False
119.5,367.5,40.71,29.4,1,732,False
5.099,6.0,1.226,1.636,1,18,False
0.0,2.0,0.0,2.0,3,2,False
0.0,2.0,0.0,2.0,35,2,False
0.0,2.0,0.0,2.0,4,2,False
551.2,352.8,284.5,56.9,4,1764,False
1.5,4.5,0.0,9.0,1,9,False
1.647e+03,597.7,898.1,316.4,1,5379,False
397.5,580.5,118.8,22.76,1,1149,False
11.0,23.0,11.06,7.667,3,46,False
1.034e+03,535.4,521.8,87.16,1,3748,False
19.5,20.5,19.5,20.5,1,41,True
1.754e+03,1.413e+03,291.4,128.5,1,5681,False
0.5,4.5,2.5,4.5,19,9,False
33.01,25.33,17.25,12.67,1,76,False
271.8,227.8,123.4,45.55,1,911,False
15.0,19.0,13.2,7.6,5,53,True
0.0,5.0,0.433,1.25,1,7,False
67.36,30.33,68.18,22.75,1,364,True
24.09,22.33,20.97,11.17,2,67,False
1.0,2.0,1.0,2.0,1,4,False
0.0,2.0,0.0,1.0,3,2,False
0.0,2.0,0.0,2.0,10,2,False
25.0,34.0,14.05,6.8,1,68,False
0.0,8.0,3.0,4.0,2,8,False
0.0,14.0,6.0,7.0,1,14,False
0.0,10.0,0.0,10.0,2,10,False
10.13,8.75,6.957,7.0,1,35,False
3.0,11.0,3.666,4.4,7,22,False
34.78,35.33,10.72,6.625,1,106,False
5.907,5.667,5.907,5.667,12,17,False
157.2,75.67,87.52,41.27,1,454,False
5.0,14.0,5.0,14.0,11,28,True
710.9,386.2,346.1,241.4,1,1931,False
0.0,3.0,0.5,1.5,1,3,False
2.5,4.5,1.5,4.5,1,9,False
25.0,28.0,12.33,6.222,1,56,False
6.5,7.5,5.657,5.0,2,15,False
4.354,5.2,12.0,13.0,3,26,False
2.0,5.0,2.0,5.0,6,10,False
57.5,59.5,22.29,11.9,1,119,False
256.3,162.8,65.51,25.04,197,651,False
150.0,162.0,75.42,36.0,1,324,False
2.339,2.833,2.853,2.833,1,17,True
0.0,2.0,0.0,2.0,1,2,False
981.0,1.023e+03,589.5,409.2,1,2046,False
17.59,18.67,7.888,4.308,1,134,False
12.08,13.0,3.202,2.167,23,39,False
19.0,26.0,14.4,10.4,1,52,False
8.0,9.0,6.377,6.0,2,18,False
153.4,74.57,206.3,104.4,1,522,False
0.0,12.0,0.0,12.0,2,12,False
0.0,56.0,24.28,18.67,1,56,False
71.5,73.5,33.95,49.0,1,147,False
40.01,41.0,17.64,6.833,40,123,False
18.69,30.2,57.4,30.2,1,239,False
8.0,18.0,8.287,12.0,1,36,False
0.0,13.0,2.625,4.333,1,13,False
548.5,527.3,112.9,56.5,2,1722,False
86.47,62.5,105.4,62.5,4,250,False
12.76,11.5,11.66,6.571,1,46,True
0.0,2.0,0.0,2.0,6,2,False
0.0,4.0,0.0,8.0,1,8,True
0.0,3.0,0.0,2.0,4,2,False
212.7,122.1,225.9,78.5,1,1099,False
2.252e+03,782.1,1.668e+03,278.1,2,12513,False
129.4,81.78,156.2,52.57,3,736,False
591.7,600.7,213.9,48.7,1,1802,False
289.5,222.0,98.27,22.97,1,665,True
0.0,2.0,0.0,2.0,7,2,False
1.5,2.5,0.0,5.0,3,5,False
0.0,1.0,0.0,1.0,8,2,False
0.0,2.0,1.0,2.0,2,4,False
28.0,56.0,26.8,12.44,1,112,False
306.5,551.5,66.92,38.03,2,1103,False
6.0,8.0,2.638,3.2,2,21,False
15.04,17.6,15.71,8.0,1,88,False
6.848,7.333,6.8,4.4,1,22,False
22.95,32.0,19.17,9.143,1,128,True
0.0,79.0,30.21,19.75,1,79,False
241.9,183.2,72.21,20.36,1,733,False
55.4,79.67,53.8,17.07,1,239,False
7.134,8.333,7.134,8.333,30,37,False
0.5,1.5,0.0,3.0,8,3,False
44.0,55.0,41.0,22.0,1,110,False
23.06,17.88,44.65,17.88,2,143,False
795.4,346.5,234.1,50.06,2,4514,False
1.5,3.5,0.433,1.75,2,7,False
2.5,3.5,1.886,2.333,1,7,True
11.0,19.0,9.549,4.75,6,38,False
0.0,2.0,0.0,2.0,8,2,False
21.31,21.25,13.66,4.359,1,170,False
1.0,3.0,1.0,3.0,9,6,False
5.0,11.0,7.794,5.5,1,22,False
0.0,2.0,0.0,2.0,4,2,True
8.0,9.0,7.071,6.0,2,18,False
1.0,3.0,1.414,2.0,12,6,False
936.3,543.2,428.1,197.5,12,2173,False
3.739e+03,766.5,1.677e+03,511.0,3,19939,False
29.0,31.0,18.69,15.5,1,62,False
3.0,4.0,0.0,8.0,2,8,False
9.0,16.0,15.0,16.0,1,32,False
76.0,81.0,74.25,54.0,1,162,False
200.0,255.0,81.01,28.33,1,510,False
1.404e+03,669.8,516.3,95.69,1,4609,False
1.5,2.5,0.0,5.0,2,5,True
0.5,1.5,0.5,1.5,1,3,False
1.583e+04,3.941e+03,3.383e+03,985.1,1,98520,False
5.0,8.0,3.674,4.0,33,16,False
13.0,15.0,10.03,10.0,1,30,False
1.0,33.0,13.87,6.6,1,66,False
0.0,3.0,0.5,1.5,8,3,False
1.052e+03,412.5,1.275e+03,325.7,1,6188,False
8.119e+04,1.053e+04,5.128e+04,1.031e+04,18,1032853,False
18.5,23.5,6.822,3.615,6,55,False
1.445e+03,352.5,602.1,116.1,1,11643,False
1.5,4.5,2.828,3.0,1,9,False
1.247,2.667,3.0,4.0,1,8,False
3.385e+03,965.1,1.85e+03,495.6,1,18337,False
53.0,54.0,40.0,54.0,9,110,True
2.055,3.667,4.5,5.5,1,11,False
475.3,350.0,256.0,116.7,1,1050,False
27.5,65.5,12.75,6.55,3,131,False
82.97,46.2,50.38,38.5,2,231,False
20.96,19.17,5.229,3.833,2,115,False
88.0,122.0,27.23,22.18,1,244,False
223.1,148.2,96.73,59.3,9,593,False
0.0,3.0,0.0,3.0,2,3,False
0.5,1.5,0.5,1.5,5,3,False
0.0,3.0,0.0,3.0,7,3,False
0.0,5.0,0.0,10.0,1,10,False
24.01,27.2,4.951,3.317,3,136,True
0.0,6.0,2.0,3.0,1,6,True
36.39,24.0,36.35,24.0,2,144,False
86.27,76.0,22.84,8.444,2,228,False
1.0,10.0,4.099,4.0,1,20,True
40.43,40.0,41.56,24.0,1,120,False
117.7,116.3,58.2,17.45,1,349,False
2.104e+04,3.675e+03,1.629e+04,2.095e+03,115,209466,False
15.74,16.25,4.218,3.611,1,65,False
398.0,157.4,100.5,41.97,1,1261,False
1.092e+04,3.976e+03,7.043e+03,994.1,6,63621,False
11.81,15.5,9.947,6.643,1,93,False
62.36,50.0,22.22,8.824,38,150,False
1.7,2.667,2.357,2.667,1,8,False
11.95,16.67,19.35,12.5,2,50,False
0.0,18.0,7.0,9.0,2,18,False
30.89,22.5,55.57,33.75,3,135,False
985.8,424.1,912.4,290.2,1,5513,False
0.5,2.5,0.433,1.25,1,5,False
4.0,23.0,18.87,15.33,1,46,True
0.0,2.0,0.0,2.0,1,2,False
0.0,1.0,0.0,1.0,1,14,False
0.0,223.0,76.26,55.75,1,223,False
0.0,4.0,0.4714,1.333,38,4,False
0.5,1.5,0.0,1.0,9,3,False
0.0,24.0,11.0,12.0,1,91,False
2.5,4.5,2.828,3.0,8,9,False
16.5,18.5,8.514,4.625,2,37,False
191.3,99.4,74.26,62.12,1,497,False
0.0,4.0,1.0,2.0,1,8,False
0.0,2.0,0.0,2.0,4,2,False
7.5,11.5,7.409,7.667,1,23,False
100.5,77.29,114.1,29.67,2,532,False
0.0,7.0,2.5,3.5,3,84,False
2.0,5.0,4.0,5.0,1,10,False
1.602e+03,276.0,964.0,483.1,1,9662,False
5.0,6.0,2.8,2.4,2,12,True
778.1,285.6,209.1,39.12,1,2856,False
17.0,20.0,3.124,2.353,2,40,True
879.6,421.7,358.6,64.32,12,3795,False
19.0,35.0,5.161,5.833,3,116,False
0.0,2.0,0.0,2.0,2,2,False
3.95e+03,2.276e+03,1.066e+03,210.1,15,14209,False
1.357e+03,391.7,416.9,158.8,1,5875,False
0.0,2.0,0.0,2.0,7,2,False
35.46,36.75,40.57,16.33,1,169,False
0.5,1.5,0.0,3.0,1,3,False
2.455e+04,5.779e+03,1.342e+04,1.676e+03,6,167591,False
4.899,7.0,2.976,3.0,1,21,False
18.49,21.57,9.284,6.04,2,151,False
0.0,2.0,0.0,2.0,1,2,False
349.1,167.3,172.4,43.65,2,1074,False
0.0,2.0,0.0,2.0,8,4,False
0.0,3.0,0.0,3.0,1,3,False
12.5,13.5,0.0,27.0,1,27,False
0.0,3.0,0.0,3.0,7,3,False
2.0,5.0,4.0,5.0,1,10,False
31.5,32.5,21.64,21.67,1,65,False
0.0,2.0,0.0,2.0,1,2,False
3.307e+03,835.2,3.08e+03,581.0,1,26728,False
0.0,8.0,2.357,2.667,2,8,False
0.5,1.5,0.0,3.0,2,3,False
2.0,5.0,2.625,3.333,4,10,False
138.5,407.5,167.4,45.28,7,834,False
3.0,4.0,0.0,8.0,3,8,True
12.28,16.33,4.493,3.062,1,49,False
42.69,34.5,6.742,5.412,1,276,False
0.5,1.5,0.0,3.0,3,3,True
0.0,45.0,19.1,15.0,1,45,False
0.5,3.5,0.5,3.5,11,7,False
7.0,13.0,0.0,26.0,1,26,False
36.68,29.5,8.779,4.917,1,85,False
5.0,7.0,4.33,3.5,2,14,False
7.221e+05,1.054e+05,6.331e+05,1.042e+05,92,10436827,False
0.5,2.5,0.9428,1.667,1,5,False
251.5,206.0,141.3,39.24,3,829,False
127.8,59.88,57.59,11.97,1,479,False
363.5,558.5,213.0,65.71,1,1117,False
85.8,61.67,47.1,23.12,1,185,False
0.0,102.0,25.32,25.5,1,102,False
70.41,69.0,39.76,14.79,8,207,False
0.5,1.5,0.5,1.5,1,3,True
4.028,4.333,0.0,13.0,1,13,False
54.5,75.5,12.51,4.194,23,151,False
0.5,20.5,9.174,8.2,1,41,True
24.42,38.33,36.65,19.17,2,121,False
153.3,123.5,76.34,32.22,13,741,True
2.16,3.0,2.828,3.0,1,9,False
62.44,41.25,25.61,7.857,3,165,False
128.7,96.25,16.84,7.264,1,385,False
4.5,10.5,5.036,4.2,1,28,False
34.0,37.0,12.98,5.286,1,73,False
0.0,23.0,10.5,11.5,12,23,False
1.5,2.5,1.5,2.5,1,5,False
18.17,18.8,19.57,8.545,1,94,False
13.5,14.5,3.3,9.667,1,29,False
12.27,13.5,23.02,10.12,1,81,False
1.5,2.5,1.5,2.5,1,5,False
0.0,5.0,0.0,5.0,7,5,False
0.0,3.0,0.0,3.0,1,3,False
483.0,816.0,218.6,54.4,1,1632,False
8.0,11.0,9.0,11.0,1,22,False
0.0,1.0,0.0,2.0,1,2,False
0.0,1.0,0.0,1.0,20,2,False
1.0,4.0,0.0,8.0,1,8,False
1.479e+03,444.6,672.8,327.6,1,6224,False
0.0,2.0,0.0,2.0,4,2,False
0.0,1.0,0.0,1.0,1,2,False
6.236,9.333,6.164,7.0,1,28,False
258.6,126.7,177.5,35.64,1,2281,False
550.9,251.3,196.2,65.57,19,1508,False
0.0,6.0,1.414,2.0,13,6,False
4.703e+03,2.685e+03,680.2,213.9,1,21481,True
61.48,39.75,27.46,15.9,1,159,False
0.5,8.5,1.452,2.125,1,17,True
7.587,7.333,7.542,7.333,10,22,False
14.54,12.4,30.0,31.0,2,62,False
0.0,3.0,0.0,3.0,4,3,False
0.0,1.0,0.0,2.0,1,2,False
1.056e+03,908.0,260.9,67.26,1,4329,False
168.5,74.31,110.4,34.5,4,973,False
0.0,3.0,0.5,1.5,1,3,False
10.5,13.5,7.388,4.5,27,28,False
18.5,20.5,19.0,20.0,3,40,False
1.5,3.5,0.0,1.0,5,7,False
0.0,3.0,0.5,1.5,1,3,False
0.5,1.5,0.5,1.5,2,3,False
0.0,2.0,0.0,1.0,10,2,False
0.0,21.0,5.036,4.2,1,21,False
4.401e+03,1.447e+03,1.075e+03,230.0,1,23155,False
1.0,2.0,1.0,2.0,6,4,True
0.5,2.5,0.433,1.25,1,5,False
1.243e+03,605.3,186.8,67.25,1,4237,False
45.0,95.0,8.421,3.958,1,190,False
8.0,9.0,6.062,4.5,2,18,False
0.0,1.0,0.0,1.0,4,2,False
0.0,8.0,3.0,4.0,4,8,True
42.0,87.0,41.65,15.82,3,613,False
1.254e+03,1.2e+03,433.1,85.69,1,3599,False
2.0,3.0,1.414,2.0,1,6,False
0.0,36.0,9.092,12.0,1,36,False
0.0,5.0,0.0,5.0,7,5,False
56.18,47.2,89.9,47.2,1,236,False
0.0,2.0,0.0,2.0,2,3,False
22.0,24.0,13.09,8.0,1,48,False
33.0,37.0,24.01,12.33,1,74,True
0.5,5.5,3.091,3.667,1,11,False
49.73,36.67,23.62,15.71,1,110,False
0.0,3.0,1.0,3.0,1,6,False
1.852e+03,694.5,835.8,381.9,1,7639,False
0.0,2.0,0.0,2.0,1,2,False
6.0,8.0,5.437,5.333,8,16,False
275.0,289.2,61.89,17.01,1,1157,False
2.162e+03,1.305e+03,495.8,130.3,1,13049,False
1.049e+03,1.686e+03,390.8,76.64,4,3372,False
175.3,95.12,107.2,63.42,2,761,False
95.0,123.0,88.32,61.5,7,246,False
1.939,3.8,3.276,2.375,1,19,False
342.5,199.7,180.7,33.28,1,2596,False
0.0,1.0,0.0,1.0,1,2,False
0.0,4.0,0.0,4.0,1,4,False
2.5,9.5,3.411,2.714,2,21,False
0.0,16.0,5.437,5.333,1,16,False
1.247,2.333,2.5,3.5,4,7,False
2.213e+03,1.111e+03,843.1,370.5,1,5557,False
0.0,19.0,5.558,6.333,1,19,False
382.5,182.4,306.8,86.86,1,1824,False
0.0,5.0,1.5,2.5,16,5,False
26.0,50.0,5.615,3.226,1,100,False
2.315,3.8,5.403,4.75,5,19,False
7.0,17.0,7.846,11.33,1,34,False
1.0,3.0,0.0,6.0,1,6,False
21.7,26.33,38.5,39.5,2,79,False
0.0,22.0,10.0,11.0,2,22,False
70.0,76.0,42.33,21.71,1,152,False
77.78,109.7,78.91,23.5,1,329,False
11.43,12.0,7.08,5.143,1,36,False
129.2,97.86,148.3,40.29,1,685,False
0.0,4.0,1.0,2.0,2,4,False
0.0,1.0,0.0,1.0,1,2,False
403.4,168.0,248.2,116.3,1,1512,False
0.0,63.0,16.04,9.0,2,63,False
0.0,6.0,0.0,6.0,2,6,False
6.0,8.0,4.637,4.0,4,10,False
